Sjors;Bwino;Thies;Bram;Dirk;Thijs;Thambo;Luuk;Menno;Bas;Aldwin;Erwin;Tom;Jurgen;Jeroen;Kaunda;Lex
2;1;6;4;7;5;1;5;4;2;1;1;9;3;8;9;7
